Painting,Detected_Objects
57727a6bedc2cb3880de7413.jpg,"urban area (count=137, max_conf=1.00); background (count=7, max_conf=1.00); blanket (count=2, max_conf=0.92); gravel (count=1, max_conf=0.94); sidewalk (count=1, max_conf=0.68)"
5772869aedc2cb388004cb7c.jpg,"urban area (count=135, max_conf=1.00); toilet (count=15, max_conf=0.95)"
5772798fedc2cb3880dbc750.jpg,"urban area (count=146, max_conf=1.00); background (count=3, max_conf=0.94); shower curtain (count=1, max_conf=0.59)"
57727403edc2cb3880ca6624.jpg,"urban area (count=140, max_conf=1.00); shower curtain (count=1, max_conf=0.55); background (count=5, max_conf=1.00); curtain (count=1, max_conf=0.99); river (count=1, max_conf=0.86)"
57727a38edc2cb3880ddcfd2.jpg,"urban area (count=139, max_conf=1.00); desk (count=7, max_conf=0.87); background (count=4, max_conf=0.76)"
57728a16edc2cb38800fd1e5.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.99)"
5772869bedc2cb388004cc60.jpg,"urban area (count=147, max_conf=1.00); background (count=2, max_conf=0.56); bush (count=1, max_conf=0.99)"
57728143edc2cb3880f3d241.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=1.00); gravel (count=1, max_conf=1.00)"
57728284edc2cb3880f80160.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=0.95); door (count=1, max_conf=0.99)"
577282eaedc2cb3880f947c6.jpg,"urban area (count=150, max_conf=1.00)"
577286dcedc2cb3880058037.jpg,"urban area (count=150, max_conf=1.00)"
57727f46edc2cb3880ed8254.jpg,"urban area (count=149, max_conf=1.00); flooring (count=1, max_conf=0.93)"
57727fadedc2cb3880eebaea.jpg,"urban area (count=150, max_conf=1.00)"
57728ab3edc2cb388011c92e.jpg,"background (count=3, max_conf=0.80); urban area (count=147, max_conf=1.00)"
577288e7edc2cb38800bed3c.jpg,"urban area (count=149, max_conf=1.00); door (count=1, max_conf=0.60)"
57728338edc2cb3880fa1b50.jpg,"urban area (count=146, max_conf=1.00); background (count=2, max_conf=0.54); sidewalk (count=1, max_conf=0.67); gravel (count=1, max_conf=0.90)"
5772809bedc2cb3880f1cd92.jpg,"urban area (count=150, max_conf=1.00)"
57728294edc2cb3880f81b67.jpg,"urban area (count=148, max_conf=1.00); gravel (count=2, max_conf=0.99)"
577284b0edc2cb3880fe8feb.jpg,"urban area (count=149, max_conf=1.00)"
57727882edc2cb3880d81610.jpg,"urban area (count=150, max_conf=1.00)"
57726f73edc2cb3880ba9e63.jpg,"urban area (count=130, max_conf=1.00); background (count=19, max_conf=1.00); desk (count=1, max_conf=0.87)"
577278c3edc2cb3880d8d0a6.jpg,"urban area (count=144, max_conf=1.00); background (count=5, max_conf=0.95); food (count=1, max_conf=0.99)"
57726e6eedc2cb3880b7314a.jpg,"urban area (count=131, max_conf=1.00); background (count=17, max_conf=1.00); rail track (count=1, max_conf=0.93); desk (count=1, max_conf=0.98)"
57728427edc2cb3880fd13cd.jpg,"urban area (count=150, max_conf=1.00)"
5772842cedc2cb3880fd1bf7.jpg,"urban area (count=149, max_conf=1.00); parking lot (count=1, max_conf=0.73)"
5772785cedc2cb3880d786c9.jpg,"urban area (count=141, max_conf=1.00); dirt (count=1, max_conf=0.70); food (count=2, max_conf=0.69); background (count=5, max_conf=0.98); curtain (count=1, max_conf=0.55)"
57727d5eedc2cb3880e75478.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.88)"
57728922edc2cb38800ca3f3.jpg,"urban area (count=149, max_conf=1.00); hill (count=1, max_conf=0.53)"
59bfd052edc2c9554cdc877b.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.86)"
57727de1edc2cb3880e91689.jpg,"urban area (count=149, max_conf=1.00); flooring (count=1, max_conf=0.83)"
57728650edc2cb388003b131.jpg,"urban area (count=147, max_conf=1.00); cage (count=1, max_conf=0.63); guard rail (count=1, max_conf=0.92); grass (count=1, max_conf=0.56)"
577286c8edc2cb3880056536.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.72)"
577288a5edc2cb38800b2ef2.jpg,"urban area (count=120, max_conf=1.00); background (count=19, max_conf=1.00); shower curtain (count=10, max_conf=1.00); road (count=1, max_conf=0.63)"
57727d69edc2cb3880e7bc70.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=0.98); bush (count=1, max_conf=0.99)"
577287caedc2cb388008273f.jpg,"urban area (count=148, max_conf=1.00); floor (count=2, max_conf=1.00)"
57727231edc2cb3880c43234.jpg,"urban area (count=150, max_conf=1.00)"
57726ea4edc2cb3880b7e54e.jpg,"urban area (count=138, max_conf=1.00); background (count=11, max_conf=1.00); curtain (count=1, max_conf=0.94)"
577282b9edc2cb3880f8a787.jpg,"urban area (count=111, max_conf=1.00); background (count=30, max_conf=0.99); sidewalk (count=5, max_conf=0.82); refrigerator (count=4, max_conf=1.00)"
57727c31edc2cb3880e39751.jpg,"urban area (count=145, max_conf=1.00); background (count=3, max_conf=0.99); flooring (count=2, max_conf=1.00)"
57727f46edc2cb3880ed82d4.jpg,"urban area (count=143, max_conf=1.00); sink (count=1, max_conf=0.77); door (count=4, max_conf=0.96); shower curtain (count=1, max_conf=0.62)"
57727c1aedc2cb3880e3773a.jpg,"urban area (count=124, max_conf=1.00); background (count=22, max_conf=0.97); flooring (count=1, max_conf=0.62); door (count=1, max_conf=0.89); refrigerator (count=2, max_conf=0.74)"
57728508edc2cb3880ffbf83.jpg,"urban area (count=136, max_conf=1.00); rail track (count=4, max_conf=0.98); background (count=4, max_conf=1.00); guard rail (count=1, max_conf=0.68); flooring (count=1, max_conf=0.78); cage (count=1, max_conf=0.67); dirt (count=1, max_conf=0.77); toilet (count=1, max_conf=0.51)"
57726e4dedc2cb3880b6a413.jpg,"urban area (count=150, max_conf=1.00)"
57728a6bedc2cb388010feae.jpg,"urban area (count=141, max_conf=1.00); door (count=5, max_conf=0.99); pavement (count=1, max_conf=0.84); fire hydrant (count=1, max_conf=0.72)"
57727f74edc2cb3880ee0705.jpg,"urban area (count=150, max_conf=1.00)"
57727d1dedc2cb3880e69fee.jpg,"urban area (count=136, max_conf=1.00); background (count=12, max_conf=1.00); refrigerator (count=2, max_conf=1.00)"
57728337edc2cb3880fa1a57.jpg,"urban area (count=147, max_conf=1.00); background (count=2, max_conf=0.99); field (count=1, max_conf=0.74)"
577276f1edc2cb3880d32623.jpg,"urban area (count=127, max_conf=1.00); background (count=15, max_conf=1.00); door (count=8, max_conf=1.00)"
577287c8edc2cb38800824cb.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.99)"
5772865fedc2cb3880041c7b.jpg,"urban area (count=148, max_conf=1.00); flooring (count=1, max_conf=0.56)"
57727e81edc2cb3880eb0a76.jpg,"urban area (count=147, max_conf=1.00); background (count=1, max_conf=0.66); refrigerator (count=1, max_conf=0.84); branch (count=1, max_conf=0.69)"
5772701dedc2cb3880bcf52e.jpg,"urban area (count=130, max_conf=1.00); background (count=13, max_conf=0.93); refrigerator (count=7, max_conf=0.99)"
5772877cedc2cb3880075737.jpg,"urban area (count=141, max_conf=1.00); background (count=9, max_conf=1.00)"
577283cdedc2cb3880fbde64.jpg,"urban area (count=149, max_conf=1.00)"
57727f2dedc2cb3880ed5ec7.jpg,"urban area (count=148, max_conf=1.00); curtain (count=2, max_conf=0.88)"
58cf89cbedc2c97b40318aa4.jpg,"urban area (count=147, max_conf=1.00); dirt (count=2, max_conf=0.94); background (count=1, max_conf=1.00)"
57727da8edc2cb3880e86c1e.jpg,"urban area (count=144, max_conf=1.00); background (count=3, max_conf=1.00); refrigerator (count=2, max_conf=1.00); curtain (count=1, max_conf=0.80)"
577289dfedc2cb38800f2844.jpg,"urban area (count=147, max_conf=1.00); background (count=1, max_conf=1.00); gravel (count=1, max_conf=0.96)"
57727fb8edc2cb3880eecb5f.jpg,"urban area (count=148, max_conf=1.00); flower (count=2, max_conf=0.91)"
57727fbcedc2cb3880eed1e7.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.82)"
57727e81edc2cb3880eb0b58.jpg,"urban area (count=143, max_conf=1.00); background (count=5, max_conf=1.00); door (count=2, max_conf=0.90)"
57727152edc2cb3880c10ba4.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
57a33966edc2c9388c2db97e.jpg,"urban area (count=150, max_conf=1.00)"
57727e80edc2cb3880eb0896.jpg,"urban area (count=149, max_conf=1.00); curtain (count=1, max_conf=1.00)"
577281a9edc2cb3880f513be.jpg,"urban area (count=146, max_conf=1.00); blanket (count=1, max_conf=0.64); building (count=1, max_conf=0.59); background (count=1, max_conf=1.00); shelves (count=1, max_conf=1.00)"
57728295edc2cb3880f81cf9.jpg,"urban area (count=149, max_conf=1.00); shelves (count=1, max_conf=0.57)"
57728789edc2cb3880076cb1.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.96)"
57727fb7edc2cb3880eec8ad.jpg,"urban area (count=150, max_conf=1.00)"
577278ddedc2cb3880d94de0.jpg,"urban area (count=143, max_conf=1.00); toilet (count=4, max_conf=1.00); background (count=2, max_conf=1.00); curtain (count=1, max_conf=1.00)"
577276e2edc2cb3880d31045.jpg,"urban area (count=146, max_conf=1.00); background (count=4, max_conf=1.00)"
57726e17edc2cb3880b5f2ab.jpg,"urban area (count=146, max_conf=1.00); background (count=4, max_conf=1.00)"
57727bbfedc2cb3880e24d5e.jpg,"urban area (count=146, max_conf=1.00); background (count=2, max_conf=1.00); blinds (count=1, max_conf=0.95); road (count=1, max_conf=0.54)"
57726ff2edc2cb3880bc5477.jpg,"urban area (count=147, max_conf=1.00); background (count=1, max_conf=1.00); bush (count=2, max_conf=0.89)"
57727fb9edc2cb3880eecb7f.jpg,"urban area (count=148, max_conf=1.00); guard rail (count=1, max_conf=0.90)"
577281c5edc2cb3880f5938e.jpg,"urban area (count=139, max_conf=1.00); curtain (count=4, max_conf=1.00); door (count=1, max_conf=0.53); background (count=6, max_conf=1.00)"
57727cbfedc2cb3880e56987.jpg,"urban area (count=149, max_conf=1.00); door (count=1, max_conf=0.90)"
577287caedc2cb388008288f.jpg,"urban area (count=147, max_conf=1.00); cardboard (count=1, max_conf=0.54); background (count=1, max_conf=0.98); blanket (count=1, max_conf=0.63)"
57726e39edc2cb3880b62ba7.jpg,"urban area (count=146, max_conf=1.00); background (count=1, max_conf=0.96); food (count=2, max_conf=0.99); gravel (count=1, max_conf=0.99)"
57727dd7edc2cb3880e90b9f.jpg,"background (count=25, max_conf=0.99); urban area (count=92, max_conf=0.99); desk (count=13, max_conf=0.97); door (count=7, max_conf=0.99); refrigerator (count=8, max_conf=1.00); road (count=1, max_conf=0.73)"
57727ddfedc2cb3880e9142d.jpg,"urban area (count=122, max_conf=1.00); door (count=7, max_conf=0.99); background (count=20, max_conf=0.99); blinds (count=1, max_conf=0.62)"
57728296edc2cb3880f81d99.jpg,"urban area (count=147, max_conf=1.00); desk (count=3, max_conf=1.00)"
5772848cedc2cb3880fe5c4f.jpg,"background (count=23, max_conf=0.99); urban area (count=116, max_conf=0.99); refrigerator (count=7, max_conf=0.97); desk (count=2, max_conf=0.73)"
577284faedc2cb3880ffa942.jpg,"urban area (count=150, max_conf=1.00)"
57727043edc2cb3880bd8d6a.jpg,"urban area (count=147, max_conf=1.00); background (count=3, max_conf=1.00)"
57728891edc2cb38800abdb1.jpg,"urban area (count=149, max_conf=1.00); food (count=1, max_conf=0.67)"
5772869fedc2cb388004d327.jpg,"urban area (count=147, max_conf=1.00); flooring (count=3, max_conf=0.92)"
57727bd5edc2cb3880e2c6ef.jpg,"urban area (count=150, max_conf=1.00)"
57728325edc2cb3880f9fe17.jpg,"urban area (count=123, max_conf=1.00); background (count=16, max_conf=1.00); refrigerator (count=8, max_conf=1.00)"
57728532edc2cb38800054f5.jpg,"urban area (count=149, max_conf=1.00); flooring (count=1, max_conf=1.00)"
57727636edc2cb3880d0b560.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.92)"
5772700eedc2cb3880bc826b.jpg,"urban area (count=127, max_conf=1.00); background (count=21, max_conf=1.00); shower curtain (count=1, max_conf=0.68); rail track (count=1, max_conf=0.71)"
57726f03edc2cb3880b93768.jpg,"urban area (count=142, max_conf=1.00); background (count=4, max_conf=1.00); building (count=1, max_conf=0.96); sidewalk (count=1, max_conf=1.00); curtain (count=1, max_conf=0.98); flooring (count=1, max_conf=0.94)"
57728503edc2cb3880ffb816.jpg,"urban area (count=141, max_conf=1.00); rail track (count=1, max_conf=0.65); desk (count=4, max_conf=0.91); food (count=1, max_conf=0.89); refrigerator (count=1, max_conf=0.99); gravel (count=1, max_conf=0.92); curtain (count=1, max_conf=0.53)"
577284e7edc2cb3880ff369a.jpg,"urban area (count=149, max_conf=1.00); gravel (count=1, max_conf=1.00)"
577271daedc2cb3880c2eff6.jpg,"urban area (count=146, max_conf=1.00); desk (count=4, max_conf=1.00)"
57727685edc2cb3880d1d8e6.jpg,"urban area (count=146, max_conf=1.00); curtain (count=1, max_conf=0.69); background (count=2, max_conf=0.99); cabinet (count=1, max_conf=0.99)"
57726ee9edc2cb3880b8b37b.jpg,"urban area (count=150, max_conf=1.00)"
577284cdedc2cb3880ff0f4f.jpg,"urban area (count=150, max_conf=1.00)"
577283d7edc2cb3880fbee6c.jpg,"urban area (count=150, max_conf=1.00)"
57728391edc2cb3880fb2f38.jpg,"urban area (count=137, max_conf=1.00); door (count=10, max_conf=1.00); blanket (count=1, max_conf=0.74)"
577279cfedc2cb3880dc832f.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.53)"
57728193edc2cb3880f4f2d7.jpg,"urban area (count=150, max_conf=1.00)"
577278c0edc2cb3880d8cc88.jpg,"urban area (count=135, max_conf=1.00); background (count=11, max_conf=1.00); refrigerator (count=3, max_conf=0.99)"
57728048edc2cb3880f0a362.jpg,"urban area (count=148, max_conf=1.00); flooring (count=2, max_conf=0.73)"
5772700eedc2cb3880bc836e.jpg,"urban area (count=147, max_conf=1.00); background (count=2, max_conf=1.00); pavement (count=1, max_conf=0.70)"
57728392edc2cb3880fb3008.jpg,"urban area (count=149, max_conf=1.00); food (count=1, max_conf=0.98)"
57727c4eedc2cb3880e4181a.jpg,"urban area (count=148, max_conf=1.00); background (count=1, max_conf=1.00); refrigerator (count=1, max_conf=0.99)"
57728219edc2cb3880f6b0be.jpg,"urban area (count=142, max_conf=1.00); background (count=5, max_conf=0.98); refrigerator (count=1, max_conf=1.00); branch (count=1, max_conf=0.62); gravel (count=1, max_conf=0.97)"
58d1240cedc2c94f900fc610.jpg,"urban area (count=147, max_conf=1.00); background (count=1, max_conf=0.60); lake (count=2, max_conf=0.91)"
57727637edc2cb3880d0b5e0.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.90)"
5772866cedc2cb3880042ee3.jpg,"urban area (count=141, max_conf=1.00); guard rail (count=5, max_conf=0.94); background (count=3, max_conf=1.00); toilet (count=1, max_conf=0.99)"
5772755eedc2cb3880ce0f82.jpg,"urban area (count=131, max_conf=1.00); background (count=17, max_conf=0.99); curtain (count=1, max_conf=0.96)"
57728ac8edc2cb3880123ef5.jpg,"urban area (count=145, max_conf=1.00); background (count=5, max_conf=0.76)"
577278beedc2cb3880d8c976.jpg,"urban area (count=145, max_conf=1.00); refrigerator (count=2, max_conf=0.98); background (count=3, max_conf=0.98)"
577280f1edc2cb3880f2ff0e.jpg,"urban area (count=150, max_conf=1.00)"
577282ecedc2cb3880f94b88.jpg,"urban area (count=147, max_conf=1.00); dirt (count=2, max_conf=0.98); background (count=1, max_conf=0.84)"
577282a1edc2cb3880f82e78.jpg,"urban area (count=150, max_conf=1.00)"
57727218edc2cb3880c40aa9.jpg,"urban area (count=148, max_conf=1.00); river (count=1, max_conf=1.00); blinds (count=1, max_conf=0.98)"
57728171edc2cb3880f469fd.jpg,"urban area (count=150, max_conf=1.00)"
577287cbedc2cb3880082a41.jpg,"background (count=2, max_conf=0.95); urban area (count=148, max_conf=1.00)"
577286c9edc2cb388005673b.jpg,"background (count=8, max_conf=0.85); urban area (count=140, max_conf=1.00); door (count=1, max_conf=0.65); sink (count=1, max_conf=0.61)"
577286aaedc2cb388004e49a.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.99)"
577283fbedc2cb3880fc7c17.jpg,"urban area (count=150, max_conf=1.00)"
57728a37edc2cb3880105a46.jpg,"urban area (count=138, max_conf=1.00); background (count=10, max_conf=0.99); cage (count=1, max_conf=0.52); sand (count=1, max_conf=0.97)"
57726e35edc2cb3880b6256c.jpg,"urban area (count=140, max_conf=1.00); background (count=5, max_conf=1.00); house (count=1, max_conf=0.67); desk (count=1, max_conf=1.00)"
5772714fedc2cb3880c1056a.jpg,"urban area (count=124, max_conf=1.00); background (count=25, max_conf=1.00); refrigerator (count=1, max_conf=0.60)"
57726e52edc2cb3880b6ab18.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
5772846eedc2cb3880fdd9f5.jpg,"urban area (count=148, max_conf=1.00); bush (count=1, max_conf=0.87); shelves (count=1, max_conf=0.91)"
577278cdedc2cb3880d93804.jpg,"urban area (count=130, max_conf=1.00); desk (count=15, max_conf=1.00); background (count=2, max_conf=1.00); curtain (count=1, max_conf=0.69); refrigerator (count=2, max_conf=1.00)"
57726e51edc2cb3880b6a923.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
5772869bedc2cb388004cd52.jpg,"urban area (count=148, max_conf=1.00); blanket (count=1, max_conf=0.99); background (count=1, max_conf=1.00)"
57726e5aedc2cb3880b6b708.jpg,"urban area (count=147, max_conf=1.00); curtain (count=3, max_conf=0.88)"
577286c5edc2cb388005609d.jpg,"urban area (count=150, max_conf=1.00)"
57726e12edc2cb3880b5eaae.jpg,"urban area (count=146, max_conf=1.00); background (count=1, max_conf=1.00); lake (count=1, max_conf=0.87); bush (count=1, max_conf=1.00); gravel (count=1, max_conf=0.76)"
5772861aedc2cb3880030abd.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.99)"
57728a66edc2cb388010f72d.jpg,"urban area (count=132, max_conf=1.00); desk (count=4, max_conf=0.99); toilet (count=9, max_conf=1.00); door (count=5, max_conf=1.00)"
57727269edc2cb3880c4e313.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.99)"
577281c2edc2cb3880f58fb0.jpg,"urban area (count=106, max_conf=0.98); background (count=21, max_conf=1.00); door (count=23, max_conf=0.97)"
57727bbeedc2cb3880e24c4b.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
577278ceedc2cb3880d9384c.jpg,"urban area (count=150, max_conf=1.00)"
577284fbedc2cb3880ffaae4.jpg,"urban area (count=146, max_conf=1.00); shelves (count=4, max_conf=0.97)"
577279cfedc2cb3880dc828f.jpg,"urban area (count=150, max_conf=1.00)"
580e1509edc2c99c1cf0fadf.jpg,"urban area (count=133, max_conf=1.00); background (count=12, max_conf=0.99); food (count=4, max_conf=0.98); desk (count=1, max_conf=0.97)"
577277bbedc2cb3880d58903.jpg,"urban area (count=149, max_conf=1.00)"
57728619edc2cb38800309bd.jpg,"background (count=2, max_conf=0.90); urban area (count=148, max_conf=1.00)"
5772766cedc2cb3880d15c0f.jpg,"urban area (count=130, max_conf=0.99); background (count=13, max_conf=0.96); bridge (count=1, max_conf=0.91); rail track (count=1, max_conf=0.86); grass (count=1, max_conf=0.72); door (count=1, max_conf=0.63)"
5772863fedc2cb3880039752.jpg,"urban area (count=136, max_conf=1.00); dirt (count=4, max_conf=0.93); blanket (count=3, max_conf=1.00); background (count=2, max_conf=1.00); cage (count=1, max_conf=0.99); rail track (count=1, max_conf=0.59); house (count=1, max_conf=0.53); gravel (count=1, max_conf=0.75)"
577282d5edc2cb3880f8d210.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.99)"
57726e2fedc2cb3880b61b1c.jpg,"urban area (count=150, max_conf=1.00)"
57727208edc2cb3880c39659.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.79)"
5772857fedc2cb38800120d4.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.51)"
5772873aedc2cb388006bb8d.jpg,"urban area (count=150, max_conf=1.00)"
57727d89edc2cb3880e7e8d7.jpg,"urban area (count=148, max_conf=1.00); blanket (count=1, max_conf=0.76); background (count=1, max_conf=0.50)"
577278daedc2cb3880d9489e.jpg,"urban area (count=145, max_conf=1.00); flooring (count=4, max_conf=0.87); building (count=1, max_conf=0.80)"
5772869aedc2cb388004cbbc.jpg,"urban area (count=131, max_conf=1.00); dirt (count=3, max_conf=0.99); grass (count=4, max_conf=0.97); background (count=2, max_conf=1.00); sand (count=3, max_conf=0.87); blanket (count=3, max_conf=1.00); sidewalk (count=1, max_conf=0.99); cage (count=1, max_conf=0.93); bridge (count=1, max_conf=0.88); shelves (count=1, max_conf=0.90)"
57726edbedc2cb3880b89c90.jpg,"urban area (count=148, max_conf=1.00); background (count=2, max_conf=0.66)"
577288e7edc2cb38800bed6c.jpg,"urban area (count=148, max_conf=1.00); door (count=1, max_conf=0.85); background (count=1, max_conf=0.86)"
577270e9edc2cb3880bfa4a5.jpg,"urban area (count=148, max_conf=1.00); shelves (count=2, max_conf=0.93)"
57727ce5edc2cb3880e5fb72.jpg,"urban area (count=146, max_conf=1.00); background (count=1, max_conf=0.91); door (count=2, max_conf=1.00)"
57728108edc2cb3880f3227e.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.99)"
57728742edc2cb388006c728.jpg,"urban area (count=150, max_conf=1.00)"
57727aa9edc2cb3880df2c39.jpg,"urban area (count=142, max_conf=1.00); background (count=8, max_conf=1.00)"
57728608edc2cb388002edd9.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.57)"
58c6237dedc2c9c7dc0de1ae.jpg,"urban area (count=113, max_conf=1.00); background (count=26, max_conf=1.00); desk (count=4, max_conf=0.99); blinds (count=2, max_conf=0.60); blanket (count=2, max_conf=1.00); building (count=1, max_conf=0.69)"
58d1240cedc2c94f900fc616.jpg,"urban area (count=148, max_conf=1.00); lake (count=1, max_conf=0.94); road marking (count=1, max_conf=0.63)"
57727ffeedc2cb3880efda19.jpg,"urban area (count=147, max_conf=1.00); sidewalk (count=1, max_conf=0.59); background (count=1, max_conf=1.00); food (count=1, max_conf=1.00)"
57727d5fedc2cb3880e756e8.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.98)"
57728044edc2cb3880f09d4b.jpg,"bush (count=1, max_conf=0.69); urban area (count=149, max_conf=1.00)"
57728740edc2cb388006c2d0.jpg,"urban area (count=144, max_conf=1.00); background (count=5, max_conf=1.00); door (count=1, max_conf=1.00)"
57727a3dedc2cb3880ddd7b2.jpg,"urban area (count=141, max_conf=1.00); background (count=8, max_conf=0.85); food (count=1, max_conf=0.80)"
577271c1edc2cb3880c2d08d.jpg,"urban area (count=115, max_conf=1.00); sidewalk (count=6, max_conf=1.00); rail track (count=2, max_conf=0.77); food (count=1, max_conf=0.86); pole (count=2, max_conf=0.85); background (count=8, max_conf=1.00); building (count=3, max_conf=0.94); sand (count=2, max_conf=0.89); bridge (count=2, max_conf=0.92); hill (count=1, max_conf=0.71); cage (count=1, max_conf=0.96); dirt (count=3, max_conf=0.95); gravel (count=1, max_conf=0.68)"
57727030edc2cb3880bd14b8.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=0.97)"
57726f0bedc2cb3880b94427.jpg,"urban area (count=142, max_conf=1.00); background (count=7, max_conf=0.99); bush (count=1, max_conf=0.97)"
58d5bbc0edc2c9a0c4afd0ff.jpg,"urban area (count=150, max_conf=1.00)"
577287dcedc2cb3880089a7e.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
57727d70edc2cb3880e7c539.jpg,"urban area (count=149, max_conf=1.00)"
577288e2edc2cb38800be47e.jpg,"urban area (count=150, max_conf=1.00)"
577286e8edc2cb38800592f4.jpg,"urban area (count=149, max_conf=1.00)"
57727e87edc2cb3880eb14be.jpg,"urban area (count=148, max_conf=1.00); background (count=2, max_conf=0.93)"
577283ffedc2cb3880fc8221.jpg,"urban area (count=149, max_conf=1.00); house (count=1, max_conf=0.65)"
57728a4dedc2cb3880107aa4.jpg,"urban area (count=134, max_conf=1.00); food (count=4, max_conf=0.88); hill (count=2, max_conf=0.67); road marking (count=1, max_conf=0.76); rail track (count=3, max_conf=0.91); sand (count=1, max_conf=1.00); cage (count=1, max_conf=0.72); fire hydrant (count=3, max_conf=0.98); pavement (count=1, max_conf=0.57)"
577284a8edc2cb3880fe8267.jpg,"urban area (count=150, max_conf=1.00)"
57728a74edc2cb3880110ed1.jpg,"urban area (count=136, max_conf=1.00); door (count=12, max_conf=1.00); background (count=2, max_conf=0.71)"
57728947edc2cb38800d3356.jpg,"urban area (count=144, max_conf=1.00); flooring (count=3, max_conf=0.98); background (count=3, max_conf=1.00)"
57728913edc2cb38800c8b97.jpg,"urban area (count=148, max_conf=1.00); curtain (count=2, max_conf=0.92)"
57727e57edc2cb3880ea753a.jpg,"urban area (count=129, max_conf=1.00); background (count=16, max_conf=1.00); sidewalk (count=5, max_conf=0.89)"
577282c0edc2cb3880f8b370.jpg,"urban area (count=138, max_conf=1.00); background (count=11, max_conf=1.00)"
57728705edc2cb388006128b.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
57728282edc2cb3880f7fd68.jpg,"urban area (count=150, max_conf=1.00)"
577281a7edc2cb3880f5132e.jpg,"urban area (count=146, max_conf=1.00); background (count=3, max_conf=0.97); bush (count=1, max_conf=0.61)"
577283cdedc2cb3880fbddf4.jpg,"urban area (count=150, max_conf=1.00)"
57727ffeedc2cb3880efda09.jpg,"urban area (count=148, max_conf=1.00); grass (count=1, max_conf=0.92); door (count=1, max_conf=0.61)"
57727e08edc2cb3880e9a791.jpg,"urban area (count=145, max_conf=1.00); background (count=4, max_conf=0.99)"
57727016edc2cb3880bceb78.jpg,"urban area (count=128, max_conf=1.00); background (count=20, max_conf=0.98); bush (count=1, max_conf=0.96)"
57727c77edc2cb3880e4a604.jpg,"urban area (count=147, max_conf=1.00); background (count=1, max_conf=0.94); sidewalk (count=2, max_conf=1.00)"
57728478edc2cb3880fde963.jpg,"urban area (count=150, max_conf=1.00)"
577281a6edc2cb3880f51151.jpg,"urban area (count=150, max_conf=1.00)"
5772842aedc2cb3880fd19d7.jpg,"urban area (count=150, max_conf=1.00)"
57727202edc2cb3880c38bec.jpg,"urban area (count=149, max_conf=1.00); background (count=1, max_conf=1.00)"
58edc523edc2c963ccacd9a1.jpg,"urban area (count=135, max_conf=1.00); background (count=11, max_conf=1.00); blanket (count=1, max_conf=0.77); curtain (count=2, max_conf=1.00); flooring (count=1, max_conf=1.00)"
57727dd8edc2cb3880e90c81.jpg,"urban area (count=75, max_conf=0.99); background (count=53, max_conf=0.95); door (count=16, max_conf=0.99); desk (count=3, max_conf=0.88); curtain (count=1, max_conf=0.65)"
58dbc968edc2c958ec0165dd.jpg,"urban area (count=150, max_conf=1.00)"
57728601edc2cb388002e3a8.jpg,"urban area (count=144, max_conf=1.00); background (count=3, max_conf=1.00); food (count=1, max_conf=0.75); cloth (count=1, max_conf=0.95); sidewalk (count=1, max_conf=0.55)"
57728562edc2cb388000f49a.jpg,"urban area (count=150, max_conf=1.00)"
57727178edc2cb3880c1a3f0.jpg,"desk (count=26, max_conf=0.97); urban area (count=124, max_conf=1.00)"
